shipment_id,donor_hospital,donor_lat,donor_lng,organ_type,export_time,recipient_hospital,recipient_lat,recipient_lng,transport_type
795,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-13 15:11:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
796,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-12 15:56:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
797,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-12 13:37:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
798,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-12 16:12:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
799,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-13 16:23:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
800,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-13 12:04:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
801,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 21:06:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
802,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-14 03:39:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
803,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-13 03:29:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
804,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-12 21:28:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
805,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 12:28:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
806,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-13 10:26:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
807,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 06:58:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
808,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-14 10:30:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
809,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-13 23:08:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
810,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 01:55:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
811,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-13 03:07:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
812,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-13 19:34:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
813,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-13 21:14:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
814,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-12 21:09:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
815,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-14 10:54:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,helicopter
816,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-14 05:43:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
817,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-13 07:22:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
818,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 04:01:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
819,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 21:51:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
820,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 18:47:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
821,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-14 07:55:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
822,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-13 01:59:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
823,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-12 12:54:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
824,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-13 20:31:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
825,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-12 20:52:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
826,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-13 12:08:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
827,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Heart,2026-02-12 13:14:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
828,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-14 04:42:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
829,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-13 05:09:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
830,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-14 04:07:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
831,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-14 04:08:46,Singapore General Hospital (Singapore),1.278,103.834,flight
832,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-13 02:07:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
833,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-12 19:01:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
834,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-13 05:26:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
835,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-12 22:21:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
836,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-14 10:20:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
837,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 09:34:46,Singapore General Hospital (Singapore),1.278,103.834,flight
838,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 22:08:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
839,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-14 04:36:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
840,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-14 03:57:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
841,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-14 07:10:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
842,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 17:30:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
843,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-13 06:07:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
844,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 22:50:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
845,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-14 02:24:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
846,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-12 17:20:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
847,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-14 01:31:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
848,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-13 19:30:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
849,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 18:44:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
850,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-14 11:37:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
851,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-14 07:18:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
852,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 05:04:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
853,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-14 02:39:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
854,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-13 11:37:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
855,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-13 07:06:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
856,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-14 00:53:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
857,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-12 10:51:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
858,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Lung,2026-02-14 03:43:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
859,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-13 21:13:46,Singapore General Hospital (Singapore),1.278,103.834,flight
860,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-13 16:33:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
861,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 19:37:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
862,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 04:35:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
863,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-13 23:14:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
864,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-14 02:40:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
865,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 09:50:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
866,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-13 17:41:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
867,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 00:47:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
868,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-13 00:34:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
869,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-12 16:41:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
870,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-13 09:43:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
871,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-14 01:45:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
872,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-12 20:53:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
873,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-14 11:16:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
874,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-13 12:59:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
875,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-12 21:10:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
876,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-13 04:13:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
877,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-13 22:50:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
878,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-14 05:13:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
879,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Lung,2026-02-12 13:10:46,Singapore General Hospital (Singapore),1.278,103.834,flight
880,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 08:45:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
881,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-13 12:38:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
882,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-14 08:35:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
883,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 09:35:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
884,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-12 22:02:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
885,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 23:29:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
886,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 06:20:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
887,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-14 07:09:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
888,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-13 13:05:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
889,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-12 12:08:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
890,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Lung,2026-02-14 11:07:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
891,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-14 09:37:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
892,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-13 15:04:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
893,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-12 15:15:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
894,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-13 03:00:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
895,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-14 02:50:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
896,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 05:25:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
897,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-13 16:38:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
898,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-13 14:38:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
899,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-12 23:16:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
900,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 20:09:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
901,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-14 01:18:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
902,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 04:54:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,helicopter
903,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-12 11:28:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
904,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-14 05:49:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
905,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-13 19:55:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
906,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-14 05:33:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
907,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-13 15:00:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
908,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 21:16:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
909,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-12 17:33:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
910,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-13 21:16:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
911,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 08:59:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
912,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-12 19:25:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
913,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-14 10:18:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
914,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-13 00:05:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
915,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-14 05:47:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
916,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-13 12:03:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
917,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 13:39:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
918,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-13 11:51:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
919,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-14 03:54:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,ambulance
920,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-12 12:01:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
921,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-12 10:43:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
922,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Lung,2026-02-13 15:41:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
923,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-14 02:11:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
924,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-14 06:57:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,helicopter
925,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 13:52:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
926,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 10:06:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
927,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-12 21:06:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,ambulance
928,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-12 19:47:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
929,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Heart,2026-02-13 17:30:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,helicopter
930,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-12 21:12:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
931,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 07:40:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
932,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-14 10:35:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
933,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Heart,2026-02-12 15:35:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
934,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-12 17:54:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
935,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Lung,2026-02-13 05:55:46,Singapore General Hospital (Singapore),1.278,103.834,flight
936,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-13 00:56:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
937,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-13 13:35:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
938,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-14 11:13:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
939,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-12 11:27:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,helicopter
940,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-14 03:06:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
941,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-13 08:47:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,helicopter
942,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-14 03:26:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
943,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 18:13:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
944,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-13 00:27:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
945,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-13 13:01:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,flight
946,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-12 20:22:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
947,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 21:45:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
948,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 16:00:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
949,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-13 02:03:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,flight
950,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-14 01:39:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,helicopter
951,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Kidney,2026-02-13 18:42:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
952,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-12 16:15:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
